452	0
680	0
912	0
1148	0
1420	0
1696	0
1968	0
2248	0
2524	0
2796	0
3072	0
3352	0
3628	0
3900	0
4180	0
4456	0
4728	0
5004	0
5284	0
5560	0
5832	0
6108	0
6388	0
6664	0
6936	0
7216	0
7492	0
7768	0
8040	0
8320	0
8596	0
8868	0
9144	0
9424	0
9700	0
9976	0
10256	0
10572	0
10892	0
11208	0
11532	0
11852	0
12168	0
12492	0
12812	0
13128	0
13452	0
13768	0
14088	0
14412	0
14728	0
15048	0
15372	0
15688	0
16008	0
16324	0
16648	0
16964	0
17284	0
17608	0
17924	0
18244	0
18568	0
18884	0
19204	0
19528	0
19844	0
20164	0
20480	0
20804	0
21124	0
21440	0
21764	0
22084	0
22400	0
22724	0
23044	0
23360	0
23684	0
24004	0
24320	0
24644	0
24964	0
25280	0
25600	0
25924	0
26240	0
26560	0
26884	0
27200	0
27516	0
27844	0
28160	0
28480	0
28804	0
29120	0
29440	0
29764	0
30084	0
30400	0
30720	0
31044	0
31364	0
31680	0
32004	0
32324	0
32640	0
32964	0
33284	0
33600	0
33924	0
34244	0
34560	0
34884	0
35204	0
35524	0
35840	0
36164	0
36484	0
36800	0
37128	0
37444	0
37764	0
38088	0
38408	0
38724	0
39048	0
39368	0
39688	0
40012	0
40328	0
40648	0
40972	0
41292	0
41608	0
41924	0
42252	0
42568	0
42884	0
43212	0
43528	0
43848	0
44172	0
44488	0
44808	0
45132	0
45452	0
45768	0
46092	0
46412	0
46732	0
47048	0
47372	0
47692	0
48012	0
48336	0
48656	0
48972	0
49296	0
49616	0
49932	0
50260	0
50580	0
50896	0
51224	0
51540	0
51860	0
52176	0
52500	0
52820	0
53136	0
53460	0
53780	0
54100	0
54424	0
54740	0
55060	0
55384	0
55704	0
56024	0
56348	0
56668	0
56984	0
57304	0
57628	0
57948	0
58264	0
58592	0
58912	0
59228	0
59552	0
59872	0
60192	0
60520	0
60836	0
61156	0
61484	0
61800	0
62120	0
62440	0
62764	0
63084	0
63400	0
63728	0
64048	0
64364	0
64688	0
65008	0
65324	0
65648	0
65968	0
66284	0
66612	0
66928	0
67248	0
67564	0
67892	0
68208	0
68528	0
68852	0
69172	0
69492	0
69816	0
70136	0
70456	0
70780	0
71100	0
71420	0
71744	0
72064	0
72384	0
72700	0
73028	0
73344	0
73664	0
73992	0
74312	0
74628	0
74956	0
75276	0
75596	0
75920	0
76240	0
76560	0
76884	0
77204	0
77524	0
77848	0
78168	0
78488	0
78804	0
79132	0
79452	0
79772	0
80096	0
80416	0
80732	0
81060	0
81376	0
81696	0
82020	0
82340	0
82660	0
82984	0
83300	0
83620	0
83940	0
84264	0
84580	0
84900	0
85224	0
85544	0
85864	0
86188	0
86508	0
86824	0
87152	0
87468	0
87788	0
88112	0
88432	0
88752	0
89072	0
89396	0
89716	0
90036	0
90360	0
90680	0
90996	0
91324	0
91644	0
91960	0
92288	0
92608	0
92924	0
93252	0
93572	0
93888	0
94208	0
94536	0
94856	0
95172	0
95500	0
95820	0
96140	0
96464	0
96784	0
97104	0
97428	0
97748	0
98068	0
98392	0
98712	0
99032	0
99360	0
99676	0
99996	0
100316	0
100688	0
101048	0
101420	0
101784	0
102148	0
102516	0
102876	0
103240	0
103608	0
103972	0
104332	0
104700	0
105064	0
105424	0
105796	0
106156	0
106524	0
106888	0
107248	0
107620	0
107980	0
108344	0
108712	0
109076	0
109440	0
109808	0
110168	0
110532	0
110900	0
111264	0
111636	0
111996	0
112360	0
112732	0
113092	0
113456	0
113824	0
114188	0
114552	0
114920	0
115284	0
115648	0
116016	0
116376	0
116748	0
117108	0
117472	0
117844	0
118204	0
118568	0
118936	0
119300	0
119664	0
120036	0
120396	0
120760	0
121128	0
121492	0
121856	0
122224	0
122588	0
122960	0
123320	0
123684	0
124052	0
124416	0
124776	0
125148	0
125512	0
125872	0
126244	0
126608	0
126968	0
127340	0
127704	0
128072	0
128436	0
128796	0
129164	0
129528	0
129888	0
130256	0
130620	0
130980	0
131352	0
131712	0
132076	0
132444	0
132808	0
133176	0
133540	0
133900	0
134272	0
134632	0
134996	0
135364	0
135728	0
136092	0
136460	0
136820	0
137184	0
137552	0
137916	0
138288	0
138648	0
139012	0
139384	0
139744	0
140108	0
140480	0
140840	0
141204	0
141572	0
141936	0
142300	0
142668	0
143032	0
143404	0
143764	0
144128	0
144496	0
144860	0
145220	0
145592	0
145952	0
146316	0
146688	0
147048	0
147412	0
147780	0
148144	0
148516	0
148876	0
149240	0
149608	0
149972	0
150336	0
150708	0
151072	0
151432	0
151804	0
152168	0
152532	0
152900	0
153264	0
153636	0
153996	0
154360	0
154732	0
155092	0
155456	0
155828	0
156192	0
156552	0
156924	0
157284	0
157648	0
158020	0
158384	0
158752	0
159116	0
159480	0
159852	0
160216	0
160576	0
160944	0
161308	0
161672	0
162040	0
162400	0
162764	0
163132	0
163496	0
163868	0
164228	0
164592	0
164960	0
165320	0
165684	0
166052	0
166416	0
166776	0
167144	0
167508	0
167868	0
168236	0
168600	0
168968	0
169332	0
169692	0
170060	0
170424	0
170784	0
171156	0
171520	0
171880	0
172248	0
172612	0
172976	0
173344	0
173708	0
174072	0
174440	0
174804	0
175172	0
175536	0
175900	0
176268	0
176632	0
176996	0
177364	0
177724	0
178088	0
178456	0
178820	0
179184	0
179556	0
179916	0
180288	0
180648	0
181012	0
181380	0
181744	0
182108	0
182476	0
182840	0
183204	0
183572	0
183936	0
184300	0
184668	0
185032	0
185400	0
185764	0
186124	0
186496	0
186856	0
187220	0
187588	0
187952	0
188316	0
188688	0
189052	0
189412	0
189784	0
190148	0
190516	0
190880	0
191244	0
191612	0
191976	0
192344	0
192712	0
193072	0
193436	0
193808	0
194168	0
194532	0
194904	0
195264	0
195636	0
195996	0
196360	0
196732	0
197092	0
197456	0
197828	0
198192	0
198556	0
198924	0
199288	0
199652	0
200020	0
200384	0
200752	0
201116	0
201480	0
201848	0
202212	0
202576	0
202944	0
203308	0
203672	0
204044	0
204408	0
204772	0
205140	0
205504	0
205872	0
206236	0
206596	0
206964	0
207328	0
207692	0
208060	0
208420	0
208784	0
209152	0
209516	0
209876	0
210248	0
210608	0
210980	0
211340	0
211704	0
212072	0
212436	0
212800	0
213168	0
213528	0
213892	0
214264	0
214624	0
214988	0
215360	0
215720	0
216092	0
216452	0
216816	0
217184	0
217548	0
217912	0
218280	0
218644	0
219008	0
219376	0
219740	0
220104	0
220472	0
220836	0
221204	0
221568	0
221932	0
222300	0
222664	0
223028	0
223400	0
223764	0
224128	0
224496	0
224860	0
225220	0
225592	0
225956	0
226324	0
226688	0
227048	0
227420	0
227780	0
228144	0
228516	0
228876	0
229240	0
229612	0
229972	0
230336	0
230708	0
231072	0
231440	0
231804	0
232168	0
232536	0
232900	0
233264	0
233632	0
233996	0
234360	0
234728	0
235092	0
235456	0
235828	0
236192	0
236560	0
236924	0
237288	0
237656	0
238020	0
238384	0
238756	0
239120	0
239484	0
239852	0
240216	0
240580	0
240948	0
241312	0
241684	0
242044	0
242408	0
242780	0
243140	0
243508	0
243876	0
244240	0
244604	0
244972	0
245336	0
245700	0
246068	0
246432	0
246800	0
247164	0
247528	0
247896	0
248260	0
248624	0
248992	0
249356	0
249720	0
250088	0
250452	0
250816	0
251184	0
251548	0
251920	0
252284	0
252644	0
253016	0
253380	0
253744	0
254112	0
254476	0
254840	0
255212	0
255576	0
255940	0
256312	0
256672	0
257040	0
257404	0
257764	0
258132	0
258496	0
258860	0
259228	0
259588	0
259952	0
260324	0
260684	0
261048	0
261416	0
261780	0
262144	0
262512	0
262876	0
263244	0
263608	0
263968	0
264340	0
264700	0
265064	0
265436	0
265796	0
266160	0
266532	0
266892	0
267256	0
267624	0
267988	0
268356	0
268720	0
269084	0
269452	0
269816	0
270180	0
270548	0
270912	0
271276	0
271644	0
272008	0
272372	0
272740	0
273104	0
273472	0
273836	0
274200	0
274568	0
274932	0
275296	0
275664	0
276028	0
276392	0
276764	0
277124	0
277488	0
277860	0
278220	0
278592	0
278956	0
279320	0
279688	0
280052	0
280416	0
280784	0
281148	0
281512	0
281884	0
282248	0
282608	0
282980	0
283340	0
283712	0
284076	0
284440	0
284808	0
285172	0
285536	0
285904	0
286268	0
286632	0
287004	0
287368	0
287728	0
288100	0
288460	0
288832	0
289192	0
289556	0
289928	0
290288	0
290652	0
291020	0
291384	0
291748	0
292120	0
292484	0
292844	0
293216	0
293576	0
293948	0
294312	0
294676	0
295044	0
295408	0
295772	0
296144	0
296508	0
296868	0
297240	0
297604	0
297964	0
298336	0
298700	0
299068	0
299432	0
299796	0
300168	0
300532	0
300896	0
301264	0
301628	0
301992	0
302364	0
302728	0
303092	0
303464	0
303828	0
304200	0
304560	0
304924	0
305296	0
305660	0
306024	0
306396	0
306760	0
307124	0
307496	0
307860	0
308220	0
308592	0
308956	0
309324	0
309688	0
310052	0
310420	0
310784	0
311148	0
311520	0
311884	0
312248	0
312616	0
312980	0
313344	0
313716	0
314080	0
314448	0
314812	0
315176	0
315548	0
315912	0
316276	0
316648	0
317012	0
317376	0
317748	0
318112	0
318484	0
318848	0
319212	0
319580	0
319948	0
320312	0
320680	0
321044	0
321404	0
321776	0
322140	0
322500	0
322872	0
323236	0
323604	0
323968	0
324328	0
324700	0
325064	0
325428	0
325796	0
326160	0
326524	0
326892	0
327256	0
327620	0
327992	0
328356	0
328724	0
329084	0
329448	0
329816	0
330180	0
330540	0
330912	0
331276	0
331636	0
332008	0
332368	0
332732	0
333104	0
333464	0
333836	0
334196	0
334560	0
334928	0
335292	0
335656	0
336024	0
336388	0
336748	0
337120	0
337480	0
337844	0
338216	0
338576	0
338940	0
339308	0
339672	0
340040	0
340404	0
340768	0
341136	0
341500	0
341864	0
342232	0
342596	0
342960	0
343328	0
343692	0
344056	0
344424	0
344788	0
345160	0
345520	0
345884	0
346256	0
346620	0
346980	0
347352	0
347716	0
348080	0
348448	0
348812	0
349176	0
349544	0
349908	0
350276	0
350640	0
351004	0
351376	0
351740	0
352104	0
352472	0
352836	0
353200	0
353568	0
353932	0
354296	0
354664	0
355028	0
355400	0
